M_HBUSREQ,M_HADDR,M_HTRANS,M_HSIZE,M_HBURST,M_HPROT,M_HLOCK,M_HWRITE,M_HWDATA
0,303,0,0,0,0,1,0,4834
1,205,0,0,0,0,1,1,3427
1,205,0,0,0,0,1,1,3426
0,199,0,0,0,0,1,0,4851
1,392,0,0,0,0,1,1,4070
0,225,0,0,0,0,1,1,4807
0,382,0,0,0,0,1,1,4807
1,202,0,0,0,0,0,1,4841
0,328,0,0,0,0,1,1,4807
1,299,0,0,0,0,1,1,4807
1,233,0,0,0,0,1,1,4807
1,300,0,0,0,0,1,1,2849
0,305,0,0,0,0,1,1,4807
0,370,0,0,0,0,1,1,4807
1,205,0,0,0,0,0,0,3476
1,199,0,0,0,0,0,1,4804
0,219,0,0,0,0,1,1,4807
0,202,0,0,0,0,0,1,4851
1,205,0,0,0,0,0,1,3463
1,199,0,0,0,0,0,0,4847
1,203,0,0,0,0,0,1,4848
1,205,0,0,0,0,1,0,3476
0,203,0,0,0,0,1,0,4846
0,363,0,0,0,0,0,1,2631
1,221,0,0,0,0,1,1,4513
1,378,0,0,0,0,0,0,4259
0,339,0,0,0,0,0,0,2684
0,256,0,0,0,0,1,0,4241
0,231,0,0,0,0,1,0,2974
1,207,0,0,0,0,1,0,4807
1,225,0,0,0,0,0,0,3123
1,398,0,0,0,0,1,0,2935
0,208,0,0,0,0,1,0,2999
1,394,0,0,0,0,1,1,3323
0,246,0,0,0,0,0,1,3542
1,230,0,0,0,0,0,1,3294
0,230,0,0,0,0,1,1,4490
1,276,0,0,0,0,1,1,4488
1,388,0,0,0,0,1,0,3977
1,242,0,0,0,0,1,0,4913
1,367,0,0,0,0,0,0,2829
1,319,0,0,0,0,1,1,4249
1,389,0,0,0,0,0,0,3852
1,370,0,0,0,0,1,0,3334
1,204,0,0,0,0,1,0,4422
0,288,0,0,0,0,1,1,2589
1,214,0,0,0,0,0,1,3013
1,307,0,0,0,0,0,1,3225
0,213,0,0,0,0,1,1,4240
0,335,0,0,0,0,0,1,3418
0,210,0,0,0,0,1,1,3122
1,259,0,0,0,0,1,0,2802
0,228,0,0,0,0,0,1,3434
0,283,0,0,0,0,0,0,4526
1,319,0,0,0,0,0,0,2730
1,247,0,0,0,0,0,0,4442
1,208,0,0,0,0,0,0,2609
1,339,0,0,0,0,0,0,3572
0,286,0,0,0,0,1,0,4031
0,320,0,0,0,0,0,1,2588
1,337,0,0,0,0,0,1,4116
1,297,0,0,0,0,0,1,4179
0,244,0,0,0,0,0,0,3308
1,339,0,0,0,0,1,1,3161
0,276,0,0,0,0,0,1,3751
0,382,0,0,0,0,1,1,4619
1,253,0,0,0,0,1,0,2584
1,223,0,0,0,0,0,1,2527
0,241,0,0,0,0,0,0,3296
1,352,0,0,0,0,0,0,2566
0,340,0,0,0,0,0,1,4989
1,299,0,0,0,0,1,0,3632
0,316,0,0,0,0,1,0,2999
1,339,0,0,0,0,1,0,2647
0,364,0,0,0,0,0,1,3599
0,334,0,0,0,0,0,1,3651
0,306,0,0,0,0,0,1,4866
1,284,0,0,0,0,1,1,4496
1,382,0,0,0,0,0,1,4269
0,369,0,0,0,0,0,0,4502
1,291,0,0,0,0,1,1,4404
0,350,0,0,0,0,1,0,4073
1,325,0,0,0,0,0,0,3188
0,346,0,0,0,0,0,1,3765
0,253,0,0,0,0,0,1,3858
1,214,0,0,0,0,0,0,3453
1,234,0,0,0,0,1,0,2698
1,270,0,0,0,0,0,0,4870
0,334,0,0,0,0,1,0,3922
0,277,0,0,0,0,0,0,3070
1,205,0,0,0,0,0,1,4301
0,217,0,0,0,0,1,1,3120
1,367,0,0,0,0,1,1,3520
0,206,0,0,0,0,1,1,4843
1,253,0,0,0,0,0,1,4308
1,290,0,0,0,0,0,0,3977
1,357,0,0,0,0,0,0,4356
1,301,0,0,0,0,0,0,2794
0,254,0,0,0,0,1,0,3244
0,233,0,0,0,0,1,1,4472
0,246,0,0,0,0,1,0,3264
1,223,0,0,0,0,1,0,3588
0,262,0,0,0,0,1,0,3256
0,341,0,0,0,0,0,0,3199
1,300,0,0,0,0,0,0,2899
0,238,0,0,0,0,1,0,4792
1,386,0,0,0,0,0,1,3607
1,262,0,0,0,0,0,1,4311
1,284,0,0,0,0,0,1,2706
0,217,0,0,0,0,1,1,2822
0,253,0,0,0,0,0,0,2585
0,219,0,0,0,0,0,1,4181
0,353,0,0,0,0,0,1,4829
0,267,0,0,0,0,0,0,4240
1,287,0,0,0,0,0,1,2645
1,373,0,0,0,0,0,1,4798
0,259,0,0,0,0,0,0,4470
0,252,0,0,0,0,0,0,3168
0,253,0,0,0,0,1,0,2596
0,284,0,0,0,0,0,1,3831
1,377,0,0,0,0,1,1,3699
0,214,0,0,0,0,1,0,3203
1,341,0,0,0,0,0,0,3253
1,276,0,0,0,0,0,1,4124
0,221,0,0,0,0,1,0,4802
1,292,0,0,0,0,1,1,3730
1,375,0,0,0,0,1,0,4816
1,391,0,0,0,0,0,1,3188
0,200,0,0,0,0,1,0,4018
0,309,0,0,0,0,0,0,4726
1,267,0,0,0,0,1,0,3787
0,211,0,0,0,0,1,1,4039
1,294,0,0,0,0,0,1,4156
0,242,0,0,0,0,0,0,3778
0,395,0,0,0,0,1,1,4530
1,386,0,0,0,0,1,0,2762
0,345,0,0,0,0,1,1,4761
0,356,0,0,0,0,1,0,4998
0,387,0,0,0,0,1,0,2828
1,328,0,0,0,0,0,0,3164
1,221,0,0,0,0,0,0,4607
1,327,0,0,0,0,1,0,3340
1,367,0,0,0,0,0,1,3647
1,299,0,0,0,0,1,0,4123
1,254,0,0,0,0,0,1,2610
1,369,0,0,0,0,1,0,4151
1,232,0,0,0,0,1,1,3621
0,392,0,0,0,0,0,0,3468
0,279,0,0,0,0,0,1,4821
0,347,0,0,0,0,1,1,2514
0,264,0,0,0,0,1,0,3994
1,315,0,0,0,0,0,0,4196
1,333,0,0,0,0,0,0,2619
0,358,0,0,0,0,0,0,4925
0,325,0,0,0,0,0,0,4367
0,260,0,0,0,0,0,0,3950
0,359,0,0,0,0,0,0,4816
1,329,0,0,0,0,1,0,2924
1,311,0,0,0,0,1,1,3556
1,307,0,0,0,0,0,0,4518
0,323,0,0,0,0,1,1,3464
0,294,0,0,0,0,0,0,3828
0,256,0,0,0,0,0,1,3805
1,346,0,0,0,0,0,1,4821
0,269,0,0,0,0,1,0,4534
0,322,0,0,0,0,0,0,4826
1,223,0,0,0,0,1,1,2713
0,327,0,0,0,0,0,0,4129
1,387,0,0,0,0,1,1,4628
1,290,0,0,0,0,0,1,4657
0,375,0,0,0,0,0,1,4443
1,217,0,0,0,0,1,1,3649
0,320,0,0,0,0,0,1,3825
0,201,0,0,0,0,1,1,3842
0,262,0,0,0,0,0,0,3915
1,264,0,0,0,0,1,1,4403
1,303,0,0,0,0,0,0,3748
1,387,0,0,0,0,1,0,3994
0,364,0,0,0,0,1,0,4634
1,257,0,0,0,0,0,0,3838
1,264,0,0,0,0,0,1,4254
0,337,0,0,0,0,1,0,3877
1,229,0,0,0,0,0,0,2848
1,332,0,0,0,0,1,0,2814
1,377,0,0,0,0,0,1,2911
0,252,0,0,0,0,0,0,4622
0,244,0,0,0,0,0,1,3273
0,378,0,0,0,0,0,1,4796
1,389,0,0,0,0,1,0,2550
1,287,0,0,0,0,1,0,2621
0,345,0,0,0,0,0,1,4920
0,388,0,0,0,0,0,0,4487
1,329,0,0,0,0,1,0,3211
0,343,0,0,0,0,1,1,4887
0,203,0,0,0,0,1,0,3162
1,208,0,0,0,0,0,1,4671
1,254,0,0,0,0,0,0,4164
0,271,0,0,0,0,0,0,3633
0,379,0,0,0,0,1,1,4893
1,277,0,0,0,0,0,0,3257
1,283,0,0,0,0,1,0,3435
1,348,0,0,0,0,0,1,3504
1,348,0,0,0,0,0,1,2767
1,340,0,0,0,0,0,1,3725
0,357,0,0,0,0,0,1,3609
0,315,0,0,0,0,0,1,3295
1,345,0,0,0,0,1,0,3962
0,249,0,0,0,0,1,1,4147
1,301,0,0,0,0,1,1,2646
1,216,0,0,0,0,0,1,3212
0,377,0,0,0,0,1,0,4628
0,222,0,0,0,0,0,0,4551
1,326,0,0,0,0,0,1,3654
1,381,0,0,0,0,0,1,4828
1,234,0,0,0,0,1,1,3523
0,266,0,0,0,0,1,1,3134
1,269,0,0,0,0,1,0,4073
1,230,0,0,0,0,0,1,2799
1,358,0,0,0,0,1,1,2709
0,280,0,0,0,0,1,0,4525
1,225,0,0,0,0,1,0,3574
0,239,0,0,0,0,0,0,4313
0,247,0,0,0,0,1,1,2544
0,224,0,0,0,0,0,0,4131
0,382,0,0,0,0,0,1,3154
0,355,0,0,0,0,1,0,2797
1,365,0,0,0,0,1,0,3818
0,349,0,0,0,0,0,1,4175
1,272,0,0,0,0,1,1,3657
1,243,0,0,0,0,0,0,4867
0,248,0,0,0,0,0,0,4989
0,317,0,0,0,0,0,1,3948
0,385,0,0,0,0,1,1,4721
1,259,0,0,0,0,0,0,3070
0,328,0,0,0,0,0,0,4655
0,382,0,0,0,0,0,1,3712
0,352,0,0,0,0,0,0,3805
0,303,0,0,0,0,1,0,4785
1,388,0,0,0,0,1,1,4903
1,221,0,0,0,0,0,1,3539
0,298,0,0,0,0,0,0,4588
0,255,0,0,0,0,1,1,3336
0,250,0,0,0,0,1,1,4514
0,223,0,0,0,0,0,0,4251
0,293,0,0,0,0,1,0,2652
1,298,0,0,0,0,1,0,4020
1,264,0,0,0,0,1,1,3469
1,244,0,0,0,0,1,0,4303
1,332,0,0,0,0,0,0,4240
0,352,0,0,0,0,1,1,2561
1,266,0,0,0,0,0,0,3315
1,292,0,0,0,0,0,0,4275
0,282,0,0,0,0,1,1,2667
1,244,0,0,0,0,0,0,4474
1,230,0,0,0,0,1,0,4754
1,341,0,0,0,0,0,1,3496
1,216,0,0,0,0,0,1,2855
1,379,0,0,0,0,0,0,4053
0,325,0,0,0,0,1,1,4194
0,209,0,0,0,0,0,1,3718
1,330,0,0,0,0,1,1,3120
0,390,0,0,0,0,0,1,4761
1,290,0,0,0,0,0,0,3336
1,243,0,0,0,0,0,0,4145
1,262,0,0,0,0,1,1,4059
1,256,0,0,0,0,1,1,2942
1,388,0,0,0,0,0,1,3040
1,374,0,0,0,0,0,1,3711
0,305,0,0,0,0,1,1,2886
0,366,0,0,0,0,1,0,3847
1,306,0,0,0,0,0,0,4894
1,356,0,0,0,0,1,1,3819
0,326,0,0,0,0,0,1,3689
1,256,0,0,0,0,1,1,4342
0,397,0,0,0,0,0,0,4198
1,214,0,0,0,0,1,1,4469
0,336,0,0,0,0,0,1,4631
0,218,0,0,0,0,1,1,3987
1,334,0,0,0,0,1,0,2676
1,214,0,0,0,0,0,0,4740
0,253,0,0,0,0,0,0,3556
1,366,0,0,0,0,0,0,4863
0,377,0,0,0,0,0,1,4773
1,320,0,0,0,0,1,0,4640
1,260,0,0,0,0,0,1,4504
1,343,0,0,0,0,0,1,4058
0,369,0,0,0,0,1,1,3093
1,371,0,0,0,0,0,1,2549
1,279,0,0,0,0,0,0,4957
0,384,0,0,0,0,0,0,2605
1,364,0,0,0,0,1,0,4230
0,238,0,0,0,0,0,0,4434
0,307,0,0,0,0,0,1,2835
0,345,0,0,0,0,0,0,3653
1,258,0,0,0,0,0,1,3542
1,302,0,0,0,0,1,1,2960
0,294,0,0,0,0,0,0,3359
0,359,0,0,0,0,0,0,3092
1,288,0,0,0,0,0,0,4477
1,295,0,0,0,0,0,0,3988
1,221,0,0,0,0,0,0,2972
0,328,0,0,0,0,1,1,2547
0,343,0,0,0,0,0,0,3577
0,274,0,0,0,0,0,1,4974
0,343,0,0,0,0,0,0,2801
0,351,0,0,0,0,1,1,3773
0,306,0,0,0,0,0,0,3962
1,202,0,0,0,0,0,0,4989
1,336,0,0,0,0,1,0,3859
1,213,0,0,0,0,0,1,2867
1,253,0,0,0,0,1,1,4987
1,338,0,0,0,0,1,1,3988
0,258,0,0,0,0,1,0,3498
1,337,0,0,0,0,1,1,3515
1,378,0,0,0,0,0,0,2564
0,209,0,0,0,0,1,0,4448
0,236,0,0,0,0,1,0,4088
1,230,0,0,0,0,1,1,2684
0,280,0,0,0,0,1,0,3581
1,397,0,0,0,0,0,1,4256
1,363,0,0,0,0,0,1,3457
1,325,0,0,0,0,1,0,4425
0,227,0,0,0,0,0,0,4025
0,200,0,0,0,0,1,1,4483
0,370,0,0,0,0,0,0,3105
0,302,0,0,0,0,1,1,4976
0,234,0,0,0,0,1,0,2871
0,382,0,0,0,0,1,1,4346
1,289,0,0,0,0,1,0,4540
1,399,0,0,0,0,0,0,3579
0,341,0,0,0,0,1,0,3635
0,361,0,0,0,0,0,0,3324
1,220,0,0,0,0,1,1,2941
1,387,0,0,0,0,0,0,2763
0,392,0,0,0,0,0,0,4253
0,396,0,0,0,0,1,0,4922
0,261,0,0,0,0,0,0,3721
0,256,0,0,0,0,1,0,4050
0,200,0,0,0,0,0,1,4521
0,291,0,0,0,0,0,0,3831
1,229,0,0,0,0,1,0,3666
1,216,0,0,0,0,0,0,2534
1,201,0,0,0,0,1,0,3379
1,260,0,0,0,0,0,0,2856
1,199,0,0,0,0,1,0,4805
0,208,0,0,0,0,1,1,3824
1,351,0,0,0,0,1,0,4120
1,352,0,0,0,0,1,0,3180
1,263,0,0,0,0,1,1,3395
0,331,0,0,0,0,0,1,4390
1,389,0,0,0,0,1,1,4245
0,238,0,0,0,0,1,1,2706
0,272,0,0,0,0,1,1,3821
0,215,0,0,0,0,0,0,3252
0,348,0,0,0,0,1,1,4212
1,310,0,0,0,0,1,0,3929
0,389,0,0,0,0,0,1,3856
1,229,0,0,0,0,0,1,2942
1,267,0,0,0,0,1,1,3828
1,375,0,0,0,0,1,0,2510
0,235,0,0,0,0,1,1,4361
0,299,0,0,0,0,1,1,3723
0,232,0,0,0,0,1,1,2635
1,261,0,0,0,0,0,1,4673
1,205,0,0,0,0,1,0,4687
0,351,0,0,0,0,0,1,3621
1,269,0,0,0,0,1,0,4951
1,269,0,0,0,0,1,0,3957
1,366,0,0,0,0,0,0,4939
0,374,0,0,0,0,0,1,4886
0,370,0,0,0,0,1,1,4548
1,300,0,0,0,0,0,1,4756
0,263,0,0,0,0,1,0,4421
0,272,0,0,0,0,0,0,3827
0,290,0,0,0,0,0,1,4248
1,288,0,0,0,0,1,0,3633
1,392,0,0,0,0,0,1,2875
1,301,0,0,0,0,0,0,4810
1,319,0,0,0,0,0,1,4527
1,204,0,0,0,0,0,1,2754
1,305,0,0,0,0,1,0,2679
1,206,0,0,0,0,1,0,4657
1,379,0,0,0,0,0,0,3077
0,246,0,0,0,0,0,1,4629
1,382,0,0,0,0,1,0,4382
0,289,0,0,0,0,0,1,3175
0,221,0,0,0,0,1,0,3667
0,371,0,0,0,0,0,1,4625
1,293,0,0,0,0,1,0,3144
1,232,0,0,0,0,1,0,4097
0,358,0,0,0,0,1,1,4704
0,237,0,0,0,0,0,0,3729
0,299,0,0,0,0,0,1,4733
1,382,0,0,0,0,0,1,4331
1,320,0,0,0,0,0,0,3153
0,329,0,0,0,0,1,1,2709
1,347,0,0,0,0,1,0,2610
0,298,0,0,0,0,1,1,4013
0,388,0,0,0,0,0,0,3653
0,257,0,0,0,0,0,1,3657
0,220,0,0,0,0,0,1,4967
1,372,0,0,0,0,1,0,2745
0,364,0,0,0,0,0,0,3432
1,341,0,0,0,0,0,0,4511
0,211,0,0,0,0,1,1,2915
0,326,0,0,0,0,0,1,4798
1,369,0,0,0,0,1,1,2867
1,230,0,0,0,0,1,0,4641
1,342,0,0,0,0,1,0,3723
1,333,0,0,0,0,1,1,4825
0,296,0,0,0,0,0,1,2861
0,242,0,0,0,0,0,1,4513
0,342,0,0,0,0,1,1,2687
0,378,0,0,0,0,0,0,3900
0,301,0,0,0,0,1,1,4132
1,286,0,0,0,0,1,0,4626
0,345,0,0,0,0,1,0,2970
1,299,0,0,0,0,0,1,4922
0,242,0,0,0,0,1,1,2721
1,320,0,0,0,0,0,1,3795
0,362,0,0,0,0,1,1,2935
1,236,0,0,0,0,0,1,3316
0,311,0,0,0,0,0,1,2662
1,363,0,0,0,0,1,0,3383
0,348,0,0,0,0,0,0,4220
1,224,0,0,0,0,1,1,4623
1,386,0,0,0,0,1,0,4279
0,266,0,0,0,0,1,0,2663
1,243,0,0,0,0,0,1,4466
1,340,0,0,0,0,0,0,3457
0,358,0,0,0,0,0,0,2825
0,325,0,0,0,0,0,1,3579
0,224,0,0,0,0,0,1,3976
0,255,0,0,0,0,0,0,3304
0,388,0,0,0,0,0,0,4690
0,350,0,0,0,0,0,1,2659
0,300,0,0,0,0,0,1,4030
0,243,0,0,0,0,1,0,4179
0,350,0,0,0,0,0,0,3400
0,339,0,0,0,0,0,0,4997
1,322,0,0,0,0,1,1,2662
1,204,0,0,0,0,0,1,3659
0,398,0,0,0,0,0,0,3595
1,342,0,0,0,0,1,0,3285
0,215,0,0,0,0,0,0,4078
0,229,0,0,0,0,0,0,4810
0,216,0,0,0,0,1,1,4268
0,337,0,0,0,0,1,1,3372
0,263,0,0,0,0,0,0,2916
0,283,0,0,0,0,1,1,4650
0,262,0,0,0,0,0,1,4154
0,334,0,0,0,0,0,0,4964
1,297,0,0,0,0,0,1,3822
0,287,0,0,0,0,1,0,4217
0,331,0,0,0,0,1,0,4525
0,218,0,0,0,0,0,0,4173
1,222,0,0,0,0,1,1,4612
0,337,0,0,0,0,0,1,2707
0,397,0,0,0,0,1,0,3172
0,204,0,0,0,0,0,1,4014
1,386,0,0,0,0,0,1,3219
0,236,0,0,0,0,0,1,3463
0,279,0,0,0,0,0,0,4703
0,311,0,0,0,0,1,0,4823
1,349,0,0,0,0,1,0,4318
1,385,0,0,0,0,1,0,4542
1,228,0,0,0,0,1,1,4864
0,279,0,0,0,0,0,1,3919
1,275,0,0,0,0,0,0,3604
1,236,0,0,0,0,0,0,3727
0,306,0,0,0,0,1,1,2683
0,305,0,0,0,0,0,1,3941
0,243,0,0,0,0,1,1,2682
0,275,0,0,0,0,0,1,3316
1,287,0,0,0,0,1,0,3511
1,220,0,0,0,0,1,0,4720
0,268,0,0,0,0,0,1,3694
0,362,0,0,0,0,1,1,3110
0,348,0,0,0,0,0,1,4848
1,321,0,0,0,0,0,1,4031
0,262,0,0,0,0,0,0,3548
1,323,0,0,0,0,0,0,4061
0,395,0,0,0,0,1,0,4469
0,359,0,0,0,0,0,0,4605
0,231,0,0,0,0,0,0,4907
1,241,0,0,0,0,1,0,3153
0,355,0,0,0,0,1,1,3240
0,204,0,0,0,0,0,1,4555
1,266,0,0,0,0,1,1,4676
1,302,0,0,0,0,1,1,3165
1,374,0,0,0,0,1,1,2527
0,310,0,0,0,0,1,0,3758
1,330,0,0,0,0,0,0,4620
0,348,0,0,0,0,1,1,3666
0,237,0,0,0,0,1,0,2722
1,381,0,0,0,0,0,1,4208
1,372,0,0,0,0,1,1,4843
1,348,0,0,0,0,0,1,3394
0,366,0,0,0,0,1,1,2891
0,342,0,0,0,0,1,1,4928
0,293,0,0,0,0,0,0,4341
1,259,0,0,0,0,0,1,3216
1,273,0,0,0,0,1,1,3947
0,316,0,0,0,0,0,0,4838
1,307,0,0,0,0,1,0,3195
0,360,0,0,0,0,1,1,4694
1,345,0,0,0,0,0,1,3702
1,276,0,0,0,0,0,1,4735
0,331,0,0,0,0,0,1,3180
1,329,0,0,0,0,1,0,3131
0,236,0,0,0,0,1,1,2912
1,229,0,0,0,0,0,1,3835
0,393,0,0,0,0,1,0,4595
1,335,0,0,0,0,1,0,3263
1,310,0,0,0,0,1,1,2947
0,388,0,0,0,0,1,0,2799
0,230,0,0,0,0,1,0,3884
0,371,0,0,0,0,1,1,4960
1,358,0,0,0,0,1,0,2843
1,256,0,0,0,0,1,1,3588
0,281,0,0,0,0,0,1,4075
1,325,0,0,0,0,0,1,3567
1,366,0,0,0,0,1,1,3646
1,264,0,0,0,0,0,1,3994
1,226,0,0,0,0,0,1,3017
0,379,0,0,0,0,0,1,4579
0,246,0,0,0,0,1,0,4334
1,225,0,0,0,0,0,1,4409
1,307,0,0,0,0,0,0,3370
0,292,0,0,0,0,1,0,3670
1,345,0,0,0,0,0,0,3475
0,294,0,0,0,0,1,0,4349
0,390,0,0,0,0,1,1,3851
0,381,0,0,0,0,0,0,4330
1,326,0,0,0,0,0,1,2883
1,310,0,0,0,0,0,1,3244
1,342,0,0,0,0,0,0,3930
0,275,0,0,0,0,0,1,3126
0,395,0,0,0,0,1,0,3787
1,231,0,0,0,0,1,1,2628
0,276,0,0,0,0,1,1,4006
1,329,0,0,0,0,0,1,2988
0,223,0,0,0,0,1,0,2570
0,377,0,0,0,0,1,1,3015
0,231,0,0,0,0,1,0,3643
1,273,0,0,0,0,1,1,4228
1,338,0,0,0,0,1,1,4484
0,321,0,0,0,0,0,1,3266
1,203,0,0,0,0,1,0,2815
0,211,0,0,0,0,0,1,3683
